0.154753,-0.792681,2.94908,3.11173,1.91718
0.133597,-0.704061,2.26813,3.12192,1.57842
-0.180047,-0.701707,2.36232,2.86294,1.4293
0.368862,-0.674505,2.27028,3.13893,2.30293
-0.213322,-0.69693,2.62017,3.12056,1.43854
0.122028,-0.765057,1.93133,2.7842,2.84936
-0.167515,-0.752307,1.83892,2.85778,2.75216
-0.170397,-0.731074,1.86068,2.77794,3.27896
0.124088,-0.702058,2.35214,3.0278,1.8529
-0.25204,-0.751376,2.92773,2.899,1.81113
0.024699,-0.71281,2.57859,3.06196,1.68322
0.0702811,-0.773359,1.93473,3.09876,1.99361
0.079256,-0.776002,1.93121,3.07156,1.51546
0.0924992,-0.756641,1.9268,2.77289,2.51614
0.230904,-0.709087,2.34985,2.956,2.16298
0.0149705,-0.759519,1.96029,2.97956,1.53405
0.485778,-0.796412,2.38306,2.84552,1.40021
-0.0196091,-0.717102,2.40036,3.10268,1.39708
-0.209964,-0.773031,2.17678,2.96099,1.97136
-0.230361,-0.780069,2.19458,2.84314,1.55647
